number;id;exp_x;exp_y;coeff
67;d0680ead6103b6afbcb73af4ae9d0cfd;0,1,0,1;0,0,1,1;-0.11382,0.42054,0.54233,0.1161
68;0333c0a570ca9f1991e19402f3694915;0,1,0,1;0,0,1,1;0.11382,-0.42054,-0.54233,-0.1161
69;c9c7dd96d96975131667adc5f0bd2d26;0,1,0,1;0,0,1,1;-0.022466,0.083434,0.1661,-0.040967
70;b50137aa85ff9cebed4f27b82f3a07d3;0,1,0,1;0,0,1,1;0.022466,-0.083434,-0.1661,0.040967
71;3124aa9874a34a85e02806c753e10197;0,1,0,1;0,0,1,1;0.35521,0.41405,0.34036,-0.30308
72;55111cad5f708c9d6843e1cb04bf6c03;0,1,0,1;0,0,1,1;-0.35521,-0.41405,-0.34036,0.30308
73;f8e9c29afb4779f1a7bf76acbf1a765c;0,1,0,1;0,0,1,1;-0.53291,0.40911,0.20029,0.19648
74;4515cd68e1685a674cb064a9c0db25be;0,1,0,1;0,0,1,1;0.53291,-0.40911,-0.20029,-0.19648
75;c4bdbafa0bd0537d5545063ddc66fce6;0,1,0,1;0,0,1,1;-0.20848,0.18429,0.42351,-0.03203
76;f3b0a2f77790ea4243ffc97965eb7886;0,1,0,1;0,0,1,1;0.20848,-0.18429,-0.42351,0.03203
77;e132f6f9b65a2f68696f49426210a01e;0,1,0,1;0,0,1,1;-0.45632,0.23554,0.37361,0.20032
78;731f86245b060eb2f33a6d1ab288df7c;0,1,0,1;0,0,1,1;0.45632,-0.23554,-0.37361,-0.20032
79;17bc027a657a24adc2720d3b5060bcb0;0,1,0,1;0,0,1,1;-0.018981,0.061068,0.36379,-0.0083937
80;bc41a9d7ae8c93334716330a896fc71d;0,1,0,1;0,0,1,1;0.018981,-0.061068,-0.36379,0.0083937
81;0ff3b68ec2ae3ac476c09c32bda6ba35;0,1,0,1;0,0,1,1;-0.061334,0.56858,0.22943,0.12125
82;88c05c1d492fb317bf8a2e1984f14cf7;0,1,0,1;0,0,1,1;0.061334,-0.56858,-0.22943,-0.12125
83;ddd48a2a79924b6986956ac59bdee1ad;0,1,0,1;0,0,1,1;0.25453,0.7176,0.20076,-0.19918
84;722810ebcdc4219799512ce35d381e94;0,1,0,1;0,0,1,1;-0.25453,-0.7176,-0.20076,0.19918
85;02bc7608771887d9996e6fe035a06499;0,1,0,1;0,0,1,1;-0.086443,0.38461,0.32038,0.27819
86;92d55a1ea0cc01f1c16467d416a937f9;0,1,0,1;0,0,1,1;0.086443,-0.38461,-0.32038,-0.27819
87;a10d98a28ca9db9366b473da2bf16297;0,1,0,1;0,0,1,1;-0.077834,0.40032,0.24008,0.073402
88;043616055292b7b76acaabf976759f08;0,1,0,1;0,0,1,1;0.077834,-0.40032,-0.24008,-0.073402
89;5ea66817f942ed3b8ab166bb9c3ba12f;0,1,0,1;0,0,1,1;0.013441,0.58327,0.33353,-0.01873
90;b91f7d4f3d6e90ca1169e596791c6dca;0,1,0,1;0,0,1,1;-0.013441,-0.58327,-0.33353,0.01873
91;758a8f44fd63cf72434f405075d14b80;0,1,0,1;0,0,1,1;-0.01758,0.28468,0.33233,0.19334
92;f87f0151b2214ee42e60ecdd15d0bcb2;0,1,0,1;0,0,1,1;0.01758,-0.28468,-0.33233,-0.19334
93;3eb646bd268db4de11afd95bf548ecaa;0,1,0,1;0,0,1,1;0.38727,0.28756,0.15893,0.010789
94;745f6c4c4edfcbf82434f059a7724570;0,1,0,1;0,0,1,1;-0.38727,-0.28756,-0.15893,-0.010789
95;f677cae2f88c58d6846f4b211aa27f2d;0,1,0,1;0,0,1,1;-0.36143,0.15852,0.21019,0.014694
96;02eb47b05052e2c3d4daca8647b7d68e;0,1,0,1;0,0,1,1;0.36143,-0.15852,-0.21019,-0.014694
97;66dc3f35dd08f2cd0316cdf1bcc43fa6;0,1,0,1;0,0,1,1;0.052108,0.17243,0.44665,0.084251
98;4c1cd81676520082469f5b61898429a0;0,1,0,1;0,0,1,1;-0.052108,-0.17243,-0.44665,-0.084251
99;3fcff45cdb5d88e46f5a3a13983bfb63;0,1,0,1;0,0,1,1;0.18332,0.38258,0.37418,-0.12939
100;326bf243d3fd52e097db7cd12980c0a2;0,1,0,1;0,0,1,1;-0.18332,-0.38258,-0.37418,0.12939
101;f250352716bf4bf8e724340fcd1a211f;0,1,0,1;0,0,1,1;0.35079,0.51684,0.29118,-0.26682
102;3f41f54d4102dda7b7645b976ecaa69e;0,1,0,1;0,0,1,1;-0.35079,-0.51684,-0.29118,0.26682
103;efe0829aba793524eac68ab4716dd7a2;0,1,0,1;0,0,1,1;0.12467,0.56658,0.27099,-0.10625
104;8c47dd112252c6fa7a88de325de76a68;0,1,0,1;0,0,1,1;-0.12467,-0.56658,-0.27099,0.10625
105;b37889c15a1ebc760ffd20eef10fe098;0,1,0,1;0,0,1,1;0.38202,0.4875,0.24015,-0.21722
106;96e46f7cc8af9bfcfe8fe8d5ebf848ba;0,1,0,1;0,0,1,1;-0.38202,-0.4875,-0.24015,0.21722
107;2b8f9bdf4dcbc51156dd8bec51c89107;0,1,0,1;0,0,1,1;-0.25438,0.53361,0.18775,0.047708
108;b30d09cf8ecf90ca944eb552a0e247b7;0,1,0,1;0,0,1,1;0.25438,-0.53361,-0.18775,-0.047708
109;d59209aa52dc5f85f89cb91d2a0d09ad;0,1,0,1;0,0,1,1;-0.067481,0.43316,0.077677,0.014326
110;4241b712bf08fde7eef6dd8788ea8be0;0,1,0,1;0,0,1,1;0.067481,-0.43316,-0.077677,-0.014326
111;055260e5d2a0c588e515de11e6d4d5f8;0,1,0,1;0,0,1,1;-0.49019,0.29261,0.33135,0.19064
112;cbdec2d80700aca54a81954e6b6c0d78;0,1,0,1;0,0,1,1;0.49019,-0.29261,-0.33135,-0.19064
113;fd3a4b3911448c5dd76594b41cd21fdf;0,1,0,1;0,0,1,1;0.068861,0.46883,0.26221,0.074275
114;5d11325e08f5afa343e57d1ca4894c29;0,1,0,1;0,0,1,1;-0.068861,-0.46883,-0.26221,-0.074275
115;3a343f4595923ecb47eeaf4a6ac2b69b;0,1,0,1;0,0,1,1;0.095318,0.16048,0.46152,-0.06065
116;df4c5ed86a271f45892ba72f4b77da97;0,1,0,1;0,0,1,1;-0.095318,-0.16048,-0.46152,0.06065
117;ca6c5e82d6f4a5b7710590485714e479;0,1,0,1;0,0,1,1;-0.35169,0.27841,0.28634,-0.059692
118;61d36dea2fa357634717e1d588203e1a;0,1,0,1;0,0,1,1;0.35169,-0.27841,-0.28634,0.059692
119;ffb02d912d8925fc9be829aa6a334cbe;0,1,0,1;0,0,1,1;0.20256,0.42502,0.22231,0.06252
120;d7ba30ae3502095c47a01af70e177888;0,1,0,1;0,0,1,1;-0.20256,-0.42502,-0.22231,-0.06252
121;60cadd45400b7d0d450c293f851f2010;0,1,0,1;0,0,1,1;-0.42176,0.082047,0.4072,0.039557
122;92ca369bc7322710b39f101b198fc225;0,1,0,1;0,0,1,1;0.42176,-0.082047,-0.4072,-0.039557
123;cb80e688500882801314c339ba331ff9;0,1,0,1;0,0,1,1;0.078679,0.17607,0.50632,0.047718
124;bf7e95d62d45e116ae5c0508d4c653f8;0,1,0,1;0,0,1,1;-0.078679,-0.17607,-0.50632,-0.047718
125;3fae21c00d225664357b380a53efaeb9;0,1,0,1;0,0,1,1;0.14456,0.6001,0.36361,-0.14194
126;8fcdf1fcbd8fb7d2549223a37f6b0638;0,1,0,1;0,0,1,1;-0.14456,-0.6001,-0.36361,0.14194
127;39ceb6582565a3540bb58c43a73e1b08;0,1,0,1;0,0,1,1;-0.20788,0.30723,0.10279,-0.077955
128;64c3f347d526266ecd5e9c0ff2e50ac3;0,1,0,1;0,0,1,1;0.20788,-0.30723,-0.10279,0.077955
129;b869f63f8809ce1688120993a778855f;0,1,0,1;0,0,1,1;0.26599,0.4273,0.30483,-0.22702
130;56315b9f0b3c472e2cf810b9f7dfb923;0,1,0,1;0,0,1,1;-0.26599,-0.4273,-0.30483,0.22702
131;6fc332ab45180b0b581da62b31dc5425;0,1,0,1;0,0,1,1;-0.54387,0.18948,0.36021,0.18473
132;16109c642707c80c1b986442249b1f7e;0,1,0,1;0,0,1,1;0.54387,-0.18948,-0.36021,-0.18473
133;5e53dccfad30f3476170a63df711400e;0,1,0,1;0,0,1,1;0.21753,0.35748,0.18328,-0.12533
134;1103a6c8216c4a8ca3b664b8493a4ac1;0,1,0,1;0,0,1,1;-0.21753,-0.35748,-0.18328,0.12533
135;64fd45e4f214dbfced1dbc04855b8d02;0,1,0,1;0,0,1,1;0.49791,0.42691,0.36471,-0.35314
136;802fa670de94de741518c9319e9c69af;0,1,0,1;0,0,1,1;-0.49791,-0.42691,-0.36471,0.35314
137;e7a2dc09480108d537ad092a0aa30f7a;0,1,0,1;0,0,1,1;0.10086,0.21315,0.53205,-0.096615
138;a05b8261e7693e00d84a1f503456d3e7;0,1,0,1;0,0,1,1;-0.10086,-0.21315,-0.53205,0.096615
139;090024896205dadb24b3338703fa4806;0,1,0,1;0,0,1,1;0.091706,0.70923,0.09831,-0.092147
140;ab7ccbcaf16ea833d585c4b36d7d7e26;0,1,0,1;0,0,1,1;-0.091706,-0.70923,-0.09831,0.092147
141;2d8fe00d511e2caaceb143218a4a8500;0,1,0,1;0,0,1,1;-0.22044,0.41509,0.19407,-0.10483
142;a91f3d3407ec031ce4bddf813444c742;0,1,0,1;0,0,1,1;0.22044,-0.41509,-0.19407,0.10483
143;70c84788512c3755c252a58a8d0ac9a7;0,1,0,1;0,0,1,1;0.24878,0.37897,0.18231,0.10002
144;e9f8a459edb62313dbf9d3b41d9987aa;0,1,0,1;0,0,1,1;-0.24878,-0.37897,-0.18231,-0.10002
145;303388cdae50631b726b7bf2621a92fe;0,1,0,1;0,0,1,1;0.13667,0.14825,0.12812,0.081472
146;01cab0cf122449b42d33766f12abca6d;0,1,0,1;0,0,1,1;-0.13667,-0.14825,-0.12812,-0.081472
147;9a81bda92a5cb5dcc0eca57bc7343cfd;0,1,0,1;0,0,1,1;-0.16707,0.13616,0.14808,0.078108
148;170417db1cc3dae3b12bcb86cb539192;0,1,0,1;0,0,1,1;0.16707,-0.13616,-0.14808,-0.078108
149;60a4f100113f25fd1ab4054742954e3e;0,1,0,1;0,0,1,1;0.2399,0.62148,0.31451,-0.25549
150;40a3294c5ec7b51632f64da7bd7bc2fb;0,1,0,1;0,0,1,1;-0.2399,-0.62148,-0.31451,0.25549
151;03886b06ecb6681646c3e2244cb84a38;0,1,0,1;0,0,1,1;-0.51552,0.33986,0.27816,0.20968
152;70bb7109c23c0f6c28449c383c72abd8;0,1,0,1;0,0,1,1;0.51552,-0.33986,-0.27816,-0.20968
153;1fa6e57871fa666c656d2e0547ad12f8;0,1,0,1;0,0,1,1;0.20174,0.16969,0.74372,-0.16203
154;aeb264e223efc79bf2f81c64b6f14940;0,1,0,1;0,0,1,1;-0.20174,-0.16969,-0.74372,0.16203
155;b2e3d098b6b69b192f8572ddd9be8e73;0,1,0,1;0,0,1,1;0.16431,0.17675,0.26941,-0.15454
156;fed477157daa89bb550aff2405882cc4;0,1,0,1;0,0,1,1;-0.16431,-0.17675,-0.26941,0.15454
157;6fa3381bf309761a185dbea55d340dcd;0,1,0,1;0,0,1,1;-0.20605,0.30067,0.48963,0.20812
158;ef49e7f939f81cf1b8d2388e5e196518;0,1,0,1;0,0,1,1;0.20605,-0.30067,-0.48963,-0.20812
159;d82b8dd306aaba3f5a8f7af10e9530b3;0,1,0,1;0,0,1,1;-0.37706,0.39191,0.23647,0.1158
160;0352614c91eaabf3207ff74574092adf;0,1,0,1;0,0,1,1;0.37706,-0.39191,-0.23647,-0.1158
161;08df662dc18df5b265330150655aae5e;0,1,0,1;0,0,1,1;-0.1786,0.36408,0.24384,-0.19053
162;27d0f2f7498d190a2323d1ba85b02331;0,1,0,1;0,0,1,1;0.1786,-0.36408,-0.24384,0.19053
163;b876003efe73e7d46cc9cafb5875dabd;0,1,0,1;0,0,1,1;0.31297,0.32278,0.25275,-0.22731
164;3e54b3486766bb5df9670096682eb532;0,1,0,1;0,0,1,1;-0.31297,-0.32278,-0.25275,0.22731
165;eb7b1ce3118928074546d7b3f93bf418;0,1,0,1;0,0,1,1;-0.55753,0.22603,0.26264,0.080588
166;75bb1003cb35b92719d64e2f692155b5;0,1,0,1;0,0,1,1;0.55753,-0.22603,-0.26264,-0.080588
167;c34eba2920990faff195b1ccf54d7fca;0,1,0,1;0,0,1,1;-0.20004,0.37852,0.31361,0.21155
168;ac33da900b011d354c73e92801e12ce8;0,1,0,1;0,0,1,1;0.20004,-0.37852,-0.31361,-0.21155
169;0b85463971747a7e9e697aad9aa7d5ff;0,1,0,1;0,0,1,1;0.17514,0.62939,0.24321,-0.050242
170;4dea46d1a7a7575a04751ae82f29bfbc;0,1,0,1;0,0,1,1;-0.17514,-0.62939,-0.24321,0.050242
171;ca3598f2ae57a1b2e2c4e61aee742ebd;0,1,0,1;0,0,1,1;-0.21405,0.079064,0.65656,-0.038447
172;bf8b083775420c5080a0ff829bebaae7;0,1,0,1;0,0,1,1;0.21405,-0.079064,-0.65656,0.038447
173;ab7c2a90a9f974b510d26b720d6c6963;0,1,0,1;0,0,1,1;0.18126,0.43183,0.16513,0.1487
174;cd7f7b8fc4694b46b26b7023d0aa9a2d;0,1,0,1;0,0,1,1;-0.18126,-0.43183,-0.16513,-0.1487
175;a29c31859e6e9c282064d514283c6bc4;0,1,0,1;0,0,1,1;-0.085727,0.49289,0.11863,-0.012324
176;f4bba63d1c96385e1730b4256ccfae04;0,1,0,1;0,0,1,1;0.085727,-0.49289,-0.11863,0.012324
177;d20b4399ff1c1609bd16ce3690a11c1a;0,1,0,1;0,0,1,1;-0.2344,0.55416,0.12464,-0.0808
178;d1231dcc13702218a5d48ac67135bc3d;0,1,0,1;0,0,1,1;0.2344,-0.55416,-0.12464,0.0808
179;80afe70456c62861b830a1c3cd555d29;0,1,0,1;0,0,1,1;-0.13863,0.1688,0.12749,-0.029553
180;46a64c9027b3a3161d2ba1dba833f26d;0,1,0,1;0,0,1,1;0.13863,-0.1688,-0.12749,0.029553
181;55704d953d65017024e47f96c31a6e0a;0,1,0,1;0,0,1,1;-0.079167,0.15681,0.27155,-0.016571
182;c7cb7922aca3666e6743312e95223cce;0,1,0,1;0,0,1,1;0.079167,-0.15681,-0.27155,0.016571
183;0f1dcfbcc436b15d895e2ecede8dcfa5;0,1,0,1;0,0,1,1;-0.10968,0.57828,0.14201,0.010195
184;d7dd6c3db760ae7a4759149bcc317f82;0,1,0,1;0,0,1,1;0.10968,-0.57828,-0.14201,-0.010195
185;1bb82d81d624d7f66ab65169180bd528;0,1,0,1;0,0,1,1;-0.079059,0.29854,0.32485,0.28951
186;a4728d77d3cce6bff2734f98b3b99030;0,1,0,1;0,0,1,1;0.079059,-0.29854,-0.32485,-0.28951
187;57e287b2b5b8bce3de5a74ac5058e815;0,1,0,1;0,0,1,1;0.13711,0.37824,0.26346,-0.10431
188;1782e010e4a3cbf8f41b3d3316beba7c;0,1,0,1;0,0,1,1;-0.13711,-0.37824,-0.26346,0.10431
189;0a7cf32e14cbb939af0c05021d99a9de;0,1,0,1;0,0,1,1;-0.31075,0.15798,0.52246,0.058087
190;4be1bea3c29007740afd6825a3cb2060;0,1,0,1;0,0,1,1;0.31075,-0.15798,-0.52246,-0.058087
191;592b864ab4ca3d14d17705a6f6501057;0,1,0,1;0,0,1,1;0.007199,0.19413,0.11373,-0.066643
192;45b59078883d4b22a97675fbabdd0ac2;0,1,0,1;0,0,1,1;-0.007199,-0.19413,-0.11373,0.066643
193;3a8a1047d5e1967628d9f54ecefa6789;0,1,0,1;0,0,1,1;0.069673,0.64687,0.26646,-0.053763
194;1f9fb1126276c55c01f1923ea42f9ce2;0,1,0,1;0,0,1,1;-0.069673,-0.64687,-0.26646,0.053763
195;1c100eceaa7d7f81e80e92d25123b216;0,1,0,1;0,0,1,1;-0.091213,0.2824,0.15457,0.13686
196;006dc06517d845a4d136b8d127ec8919;0,1,0,1;0,0,1,1;0.091213,-0.2824,-0.15457,-0.13686
197;2cb22d51f5ba530feef3cfd5ef9b5ad7;0,1,0,1;0,0,1,1;-0.086459,0.303,0.26004,0.030662
198;2df3bcb140ae5b614ef608408991ef4e;0,1,0,1;0,0,1,1;0.086459,-0.303,-0.26004,-0.030662
199;f9437a0bd259cedfaa451867c55cd810;0,1,0,1;0,0,1,1;-0.088683,0.15113,0.47808,-0.088172
200;cd4445aa529af1a07aff9b4a12ec1dae;0,1,0,1;0,0,1,1;0.088683,-0.15113,-0.47808,0.088172
201;05f1b5414ccd134c88f609cd438c3dc2;0,1,0,1;0,0,1,1;0.34579,0.32467,0.13871,0.021197
202;63305f7b1ff8d4f6a499fba2067fdd00;0,1,0,1;0,0,1,1;-0.34579,-0.32467,-0.13871,-0.021197
203;b0122abdea2d344f789e316866e6c38b;0,1,0,1;0,0,1,1;0.13281,0.47808,0.15245,0.10805
204;ec6250b3f113dad54ba61713e1df325f;0,1,0,1;0,0,1,1;-0.13281,-0.47808,-0.15245,-0.10805
205;1865313c513e3471f4c9c5939fe3f668;0,1,0,1;0,0,1,1;0.12813,0.81442,0.15265,-0.14269
206;6d0851294334361b7d01c8f51cfbbc35;0,1,0,1;0,0,1,1;-0.12813,-0.81442,-0.15265,0.14269
207;c17522942a76a83a68768a818c294ef3;0,1,0,1;0,0,1,1;-0.25409,0.23748,0.15265,0.10819
208;5f809039eb4148f7fade6287544fe592;0,1,0,1;0,0,1,1;0.25409,-0.23748,-0.15265,-0.10819
209;46fa52432c3cc8300e3419a783ff464e;0,1,0,1;0,0,1,1;-0.15961,0.67333,0.11647,0.070185
210;8073943b9bbf6fa67aea663255b00104;0,1,0,1;0,0,1,1;0.15961,-0.67333,-0.11647,-0.070185
211;0ba9ae13bc81632c19e25bac28a5f879;0,1,0,1;0,0,1,1;0.20721,0.42996,0.35237,-0.11615
212;ec7f9bed66c33d8163406b54c82b3462;0,1,0,1;0,0,1,1;-0.20721,-0.42996,-0.35237,0.11615
213;a704828765f35dc6351527ac92c5255b;0,1,0,1;0,0,1,1;0.14113,0.14222,0.3728,-0.094508
214;49ff000948d4e9d6865aa377fe4fb2c9;0,1,0,1;0,0,1,1;-0.14113,-0.14222,-0.3728,0.094508
215;da767925abbd46a900bb3fb0a5be0bbb;0,1,0,1;0,0,1,1;0.29973,0.42804,0.49257,-0.34198
216;4369b9ba2fdfae6a5a80d1758a783063;0,1,0,1;0,0,1,1;-0.29973,-0.42804,-0.49257,0.34198
217;2d785528ce5e0249612c4162f790d41e;0,1,0,1;0,0,1,1;-0.12533,0.35132,0.34163,0.034264
218;5e3da76b8811f6ba618a5f9af3897455;0,1,0,1;0,0,1,1;0.12533,-0.35132,-0.34163,-0.034264
219;1062bb05a2ada0c187c3e3f579889857;0,1,0,1;0,0,1,1;-0.093844,0.044049,0.79092,0.040118
220;8dfc070409d6f32aefc12260af4e0cd9;0,1,0,1;0,0,1,1;0.093844,-0.044049,-0.79092,-0.040118
221;630446ae5e809b77d0a30b0326861447;0,1,0,1;0,0,1,1;-0.14783,0.25516,0.091019,0.065075
222;a3aa61429a5a9b0c831e31ce1400522c;0,1,0,1;0,0,1,1;0.14783,-0.25516,-0.091019,-0.065075
223;ac02befb0f5eee7578f574d5d6536043;0,1,0,1;0,0,1,1;0.0358,0.22009,0.51116,0.12888
224;b1ee90d9bf444e5c4f096daefa3fcc90;0,1,0,1;0,0,1,1;-0.0358,-0.22009,-0.51116,-0.12888
