number;id;exp_x;exp_y;coeff
67;d0680ead6103b6afbcb73af4ae9d0cfd;0,1,0,1;0,0,1,1;-0.11382,0.42054,0.54233,0.1161
68;0333c0a570ca9f1991e19402f3694915;0,1,0,1;0,0,1,1;0.11382,-0.42054,-0.54233,-0.1161
69;c9c7dd96d96975131667adc5f0bd2d26;0,1,0,1;0,0,1,1;-0.022466,0.083434,0.1661,-0.040967
70;b50137aa85ff9cebed4f27b82f3a07d3;0,1,0,1;0,0,1,1;0.022466,-0.083434,-0.1661,0.040967
71;3124aa9874a34a85e02806c753e10197;0,1,0,1;0,0,1,1;0.35521,0.41405,0.34036,-0.30308
72;55111cad5f708c9d6843e1cb04bf6c03;0,1,0,1;0,0,1,1;-0.35521,-0.41405,-0.34036,0.30308
73;f8e9c29afb4779f1a7bf76acbf1a765c;0,1,0,1;0,0,1,1;-0.53291,0.40911,0.20029,0.19648
74;4515cd68e1685a674cb064a9c0db25be;0,1,0,1;0,0,1,1;0.53291,-0.40911,-0.20029,-0.19648
75;c4bdbafa0bd0537d5545063ddc66fce6;0,1,0,1;0,0,1,1;-0.20848,0.18429,0.42351,-0.03203
76;f3b0a2f77790ea4243ffc97965eb7886;0,1,0,1;0,0,1,1;0.20848,-0.18429,-0.42351,0.03203
77;e132f6f9b65a2f68696f49426210a01e;0,1,0,1;0,0,1,1;-0.45632,0.23554,0.37361,0.20032
78;731f86245b060eb2f33a6d1ab288df7c;0,1,0,1;0,0,1,1;0.45632,-0.23554,-0.37361,-0.20032
79;17bc027a657a24adc2720d3b5060bcb0;0,1,0,1;0,0,1,1;-0.018981,0.061068,0.36379,-0.0083937
80;bc41a9d7ae8c93334716330a896fc71d;0,1,0,1;0,0,1,1;0.018981,-0.061068,-0.36379,0.0083937
81;0ff3b68ec2ae3ac476c09c32bda6ba35;0,1,0,1;0,0,1,1;-0.061334,0.56858,0.22943,0.12125
82;88c05c1d492fb317bf8a2e1984f14cf7;0,1,0,1;0,0,1,1;0.061334,-0.56858,-0.22943,-0.12125
83;ddd48a2a79924b6986956ac59bdee1ad;0,1,0,1;0,0,1,1;0.25453,0.7176,0.20076,-0.19918
84;722810ebcdc4219799512ce35d381e94;0,1,0,1;0,0,1,1;-0.25453,-0.7176,-0.20076,0.19918
85;02bc7608771887d9996e6fe035a06499;0,1,0,1;0,0,1,1;-0.086443,0.38461,0.32038,0.27819
86;92d55a1ea0cc01f1c16467d416a937f9;0,1,0,1;0,0,1,1;0.086443,-0.38461,-0.32038,-0.27819
87;a10d98a28ca9db9366b473da2bf16297;0,1,0,1;0,0,1,1;-0.077834,0.40032,0.24008,0.073402
88;043616055292b7b76acaabf976759f08;0,1,0,1;0,0,1,1;0.077834,-0.40032,-0.24008,-0.073402
89;5ea66817f942ed3b8ab166bb9c3ba12f;0,1,0,1;0,0,1,1;0.013441,0.58327,0.33353,-0.01873
90;b91f7d4f3d6e90ca1169e596791c6dca;0,1,0,1;0,0,1,1;-0.013441,-0.58327,-0.33353,0.01873
91;758a8f44fd63cf72434f405075d14b80;0,1,0,1;0,0,1,1;-0.01758,0.28468,0.33233,0.19334
92;f87f0151b2214ee42e60ecdd15d0bcb2;0,1,0,1;0,0,1,1;0.01758,-0.28468,-0.33233,-0.19334
93;3eb646bd268db4de11afd95bf548ecaa;0,1,0,1;0,0,1,1;0.38727,0.28756,0.15893,0.010789
94;745f6c4c4edfcbf82434f059a7724570;0,1,0,1;0,0,1,1;-0.38727,-0.28756,-0.15893,-0.010789
95;f677cae2f88c58d6846f4b211aa27f2d;0,1,0,1;0,0,1,1;-0.36143,0.15852,0.21019,0.014694
96;02eb47b05052e2c3d4daca8647b7d68e;0,1,0,1;0,0,1,1;0.36143,-0.15852,-0.21019,-0.014694
97;66dc3f35dd08f2cd0316cdf1bcc43fa6;0,1,0,1;0,0,1,1;0.052108,0.17243,0.44665,0.084251
98;4c1cd81676520082469f5b61898429a0;0,1,0,1;0,0,1,1;-0.052108,-0.17243,-0.44665,-0.084251
99;3fcff45cdb5d88e46f5a3a13983bfb63;0,1,0,1;0,0,1,1;0.18332,0.38258,0.37418,-0.12939
100;326bf243d3fd52e097db7cd12980c0a2;0,1,0,1;0,0,1,1;-0.18332,-0.38258,-0.37418,0.12939
101;f250352716bf4bf8e724340fcd1a211f;0,1,0,1;0,0,1,1;0.35079,0.51684,0.29118,-0.26682
102;3f41f54d4102dda7b7645b976ecaa69e;0,1,0,1;0,0,1,1;-0.35079,-0.51684,-0.29118,0.26682
103;efe0829aba793524eac68ab4716dd7a2;0,1,0,1;0,0,1,1;0.12467,0.56658,0.27099,-0.10625
104;8c47dd112252c6fa7a88de325de76a68;0,1,0,1;0,0,1,1;-0.12467,-0.56658,-0.27099,0.10625
105;b37889c15a1ebc760ffd20eef10fe098;0,1,0,1;0,0,1,1;0.38202,0.4875,0.24015,-0.21722
106;96e46f7cc8af9bfcfe8fe8d5ebf848ba;0,1,0,1;0,0,1,1;-0.38202,-0.4875,-0.24015,0.21722
107;2b8f9bdf4dcbc51156dd8bec51c89107;0,1,0,1;0,0,1,1;-0.25438,0.53361,0.18775,0.047708
108;b30d09cf8ecf90ca944eb552a0e247b7;0,1,0,1;0,0,1,1;0.25438,-0.53361,-0.18775,-0.047708
109;d59209aa52dc5f85f89cb91d2a0d09ad;0,1,0,1;0,0,1,1;-0.067481,0.43316,0.077677,0.014326
110;4241b712bf08fde7eef6dd8788ea8be0;0,1,0,1;0,0,1,1;0.067481,-0.43316,-0.077677,-0.014326
111;055260e5d2a0c588e515de11e6d4d5f8;0,1,0,1;0,0,1,1;-0.49019,0.29261,0.33135,0.19064
112;cbdec2d80700aca54a81954e6b6c0d78;0,1,0,1;0,0,1,1;0.49019,-0.29261,-0.33135,-0.19064
