number;id;xscales;yscales
285;242947b9c6cc1df7e998d365d97b6cae;0.2840328169429897,0.2840328169429897,0.2840328169429897,0.2840328169429897,0.2840328169429897,0.2840328169429897,0.2840328169429897,0.2840328169429897;0.27929861398057465,0.26195233764826503,0.2313568469476588,0.18905871533433435,0.1383733241795841,0.08522951125029579,0.038350075499950655,0.007722442640015016
286;20a0fce59268ab578a7bc02cc7ca55da;0.8214934301890825,0.8214934301890825,0.8214934301890825,0.8214934301890825,0.8214934301890825,0.8214934301890825,0.8214934301890825,0.8214934301890825;0.6442332465883019,0.6108988462062739,0.5502720581104826,0.46237421810987583,0.35027521481656393,0.22397868003001908,0.10429161264893275,0.021489822083477758
287;5d04869d1018cfffbd30f9e085927e96;0.49640078653866976,0.4737589100068492,0.4318197221213636,0.3692120163071614,0.2861043068859846,0.18779032116799366,0.089692123330938,0.01881663211423425;0.5731105296934391,0.5731105296934391,0.5731105296934391,0.5731105296934391,0.5731105296934391,0.5731105296934391,0.5731105296934391,0.5731105296934391
288;14965836653999ca07383228c4099063;0.656504574265308,0.6208357624104917,0.5636944223918436,0.4948907255758711,0.42489777222889274,0.36290459845720974,0.3158626924940767,0.28832110476190986;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
289;a5bcadb0d360f94e845dc93a79418b3c;0.343495425734692,0.3791642375895083,0.43630557760815625,0.5051092744241289,0.5751022277711071,0.6370954015427902,0.6841373075059234,0.71167889523809;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
290;9a567b31b189e3c9c58991a11625e0d3;0.020396722605071083,0.09937927454900215,0.21465933088502553,0.33775569363789837,0.44828351347520856,0.5357976298647911,0.5965998048405867,0.6301850756455692;0.7636947248384508,0.7636947248384508,0.7636947248384508,0.7636947248384508,0.7636947248384508,0.7636947248384508,0.7636947248384508,0.7636947248384508
291;aa03e42fb7aef1e6500dbfdfa641ae3f;0.6575250235647918,0.6575250235647918,0.6575250235647918,0.6575250235647918,0.6575250235647918,0.6575250235647918,0.6575250235647918,0.6575250235647918;0.009247962140768139,0.04669193183512758,0.10648722142890815,0.17817802694161378,0.2507644322888687,0.31476724796734606,0.36315504978927515,0.39141323566603686
292;e6ed9c736b66aefaddc1c35d297dc4a9;0.8902640695257099,0.8215952843122192,0.7114893259000407,0.5787495001636757,0.4435337745046759,0.32361922121848696,0.2325289912880803,0.1791598915238608;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
293;ea114a8ff3552fff037f461c17ff4f94;0.10973593047428999,0.17840471568778066,0.2885106740999593,0.4212504998363243,0.5564662254953242,0.676380778781513,0.7674710087119195,0.820840108476139;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
294;c56155c6da3b9781ff35df9cb45dffe2;0.5047833538403594,0.4774305699044857,0.4280426086981345,0.3572521041861455,0.2683393644090006,0.16995877753822233,0.07843336588045999,0.016062622847759663;0.9017322619562496,0.9017322619562496,0.9017322619562496,0.9017322619562496,0.9017322619562496,0.9017322619562496,0.9017322619562496,0.9017322619562496
295;ca680dea3acd3c8a32a426d61d89ac60;0.9698219732458777,0.9141955245048132,0.8248208710558981,0.7167761154671004,0.6063798552467611,0.5081910052795803,0.4334243267642002,0.3895467130254402;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
296;0de231629ef22da4b6669c0a1e453cc0;0.030178026754122223,0.08580447549518677,0.1751791289441018,0.2832238845328995,0.39362014475323875,0.4918089947204196,0.5665756732357997,0.6104532869745597;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
297;dfc44257b9be17643f07555631a1077f;0.827722080057122,0.7872550361466314,0.7198142813214836,0.6340312371535396,0.5411685956286705,0.45375540924540286,0.3839048816802514,0.3415051976648661;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
298;dc3b00e88f80d4f70dfdb1169e97525a;0.17227791994287805,0.21274496385336852,0.28018571867851627,0.3659687628464604,0.4588314043713294,0.546244590754597,0.6160951183197485,0.6584948023351339;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
299;c9e577e309a85d3a0d19d09a8092e019;0.5210052844594474,0.5210052844594474,0.5210052844594474,0.5210052844594474,0.5210052844594474,0.5210052844594474,0.5210052844594474,0.5210052844594474;0.46503921245575264,0.43823351414428474,0.3903261000647272,0.3227423307012354,0.2396183273992249,0.1498524887279256,0.06835218059936461,0.013888244928701738
300;08118495002fe13154b25ab2c6e8dadb;0.016181599926359386,0.08338647817617824,0.19666037338346334,0.3430885248536422,0.5046410129473192,0.6596838513600985,0.7857035875469294,0.8631402244946664;0.8918621241336492,0.8918621241336492,0.8918621241336492,0.8918621241336492,0.8918621241336492,0.8918621241336492,0.8918621241336492,0.8918621241336492
301;d72c14bfa1b4743ae6f551ba8bb9a40e;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7888654556429907,0.7348736787743155,0.6477431004590544,0.5417770420494495,0.43278101043448985,0.3352169407247983,0.26053074182026975,0.21654017185652258
302;7fe5307e9e1331e4e7fc3ffd72ad26d7;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.2111345443570092,0.2651263212256843,0.3522568995409456,0.4582229579505505,0.56721898956551,0.6647830592752018,0.7394692581797301,0.7834598281434774
303;a33f5ae35c44896765cd1c3d084939d5;0.9718780445870823,0.9718780445870823,0.9718780445870823,0.9718780445870823,0.9718780445870823,0.9718780445870823,0.9718780445870823,0.9718780445870823;0.808254342400025,0.7714245388101025,0.7031961054776352,0.6013210829768938,0.4660474876740019,0.3059623043112514,0.14616311482563643,0.030668287242571764
304;94b188a920d615f3df36f4f40fe9bce9;0.008273666555964636,0.04263529438339305,0.1005508094995163,0.17541573263301113,0.2580107923211538,0.33727522833182244,0.40170001907377556,0.4412869737019044;0.6945565322755796,0.6945565322755796,0.6945565322755796,0.6945565322755796,0.6945565322755796,0.6945565322755796,0.6945565322755796,0.6945565322755796
305;26d015661f420ef5b9e0e465cac3b303;0.49872307933409316,0.4800570818772745,0.44699777611610647,0.401005150483529,0.3454473049661797,0.286666598498169,0.2343600133550299,0.19995382930675035;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
306;09f28d15aaeec484bd834b03f9aefd62;0.5012769206659067,0.5199429181227254,0.5530022238838932,0.598994849516471,0.6545526950338203,0.7133334015018309,0.76563998664497,0.8000461706932496;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
307;10400a2036e6ed46dd4c90a246def00e;0.6127788194004254,0.6127788194004254,0.6127788194004254,0.6127788194004254,0.6127788194004254,0.6127788194004254,0.6127788194004254,0.6127788194004254;0.506563318932921,0.47143597423989275,0.4107818403024221,0.3295616965966897,0.23605274723670525,0.14220707313555203,0.06277404415367933,0.012485887728194643
308;3983cd7adb904a408ee5ac0287dcda12;0.01634393227888767,0.07916724045932089,0.16955449361031133,0.26439678411576023,0.34811979446287916,0.41346894775945503,0.45839081685930755,0.48303748201655144;0.4958525959325,0.4958525959325,0.4958525959325,0.4958525959325,0.4958525959325,0.4958525959325,0.4958525959325,0.4958525959325
309;869b7061e9cdcc31c9b7e34fa9dec1f5;0.8543779023407906,0.8133026883118274,0.7377773416943035,0.6263597648855366,0.48086608090569527,0.3121994841538274,0.14751423781984496,0.030709434902879203;0.9649401951092715,0.9649401951092715,0.9649401951092715,0.9649401951092715,0.9649401951092715,0.9649401951092715,0.9649401951092715,0.9649401951092715
310;290ed028ccd2a53c1d6b85919f8e9982;0.5346414877308614,0.5346414877308614,0.5346414877308614,0.5346414877308614,0.5346414877308614,0.5346414877308614,0.5346414877308614,0.5346414877308614;0.38850977343458176,0.3563810024080096,0.30302239595098535,0.23548521657080795,0.16279211982225134,0.0947584330952091,0.04066592606212953,0.00794862292430701
311;136e597b3a45290f78e013315d8d473b;0.3853235563781505,0.3642529367803398,0.3262638942212908,0.2719372035592093,0.20391096992734042,0.1289095479582292,0.05938623084244105,0.012147489990248124;0.436746497230368,0.436746497230368,0.436746497230368,0.436746497230368,0.436746497230368,0.436746497230368,0.436746497230368,0.436746497230368
312;f0dac08dc9348c1b0f74dd87fe8a5784;0.4977062601894492,0.4724535369248422,0.4296397249859486,0.3738240816923368,0.3116190460430011,0.25129520129013594,0.20180576915458678,0.17118940041425404;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
313;41d871b62b5fc796b981ffcb267b962a;0.5022937398105506,0.5275464630751577,0.5703602750140512,0.6261759183076632,0.6883809539569987,0.748704798709864,0.7981942308454132,0.8288105995857459;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
314;20c1ed58b59c602cd7b060afd4b43e18;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7532816593735995,0.7161089455112533,0.6513894719295422,0.5636507671995558,0.4610814099706329,0.35642876571456783,0.266474722812029,0.20886165465710274
315;2b08fdf2d32bc3b78426412cc050a33e;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.2467183406264005,0.28389105448874674,0.3486105280704579,0.43634923280044424,0.538918590029367,0.643571234285432,0.733525277187971,0.7911383453428971
316;7107e212c938d462b03e7c36bb00a8c4;0.701074940916368,0.701074940916368,0.701074940916368,0.701074940916368,0.701074940916368,0.701074940916368,0.701074940916368,0.701074940916368;0.009168965682399957,0.047504583291205,0.11306580316824186,0.19962408788781527,0.2975712058471031,0.39408135999075633,0.47440469803756086,0.5246234567527782
317;d3c50a4326ee43179ad7892af361e601;0.36947631168281797,0.3625525698258057,0.351000555585367,0.3362828069730235,0.3203202228256849,0.3052656088942963,0.2932155969066773,0.2858924401183295;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
318;4a862956a23875ef20083f499e3f64e0;0.630523688317182,0.6374474301741943,0.6489994444146329,0.6637171930269765,0.679679777174315,0.6947343911057035,0.7067844030933227,0.7141075598816705;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
319;9dc293c0fcf0063a17e091182526dfbb;0.01870333900586514,0.09408046336215006,0.21329843272172072,0.3543937014949931,0.4952483622971416,0.6178078893719245,0.7094648797797684,0.7625986441869538;0.9045182843495905,0.9045182843495905,0.9045182843495905,0.9045182843495905,0.9045182843495905,0.9045182843495905,0.9045182843495905,0.9045182843495905
320;66d6b9009ba55cdbc3154d5458a54fb5;0.8741825930945255,0.8175451555976805,0.7376170899248913,0.6556669611378776,0.5849027815699818,0.5306664621021021,0.49387928221090954,0.47386452405502116;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
321;8e36e5ef520367820140a9e67531b32d;0.12581740690547424,0.18245484440231946,0.2623829100751086,0.3443330388621224,0.41509721843001807,0.4693335378978977,0.5061207177890904,0.5261354759449787;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
322;2da09cee84b2a8b83c06a043afe0b86a;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6465937988531373,0.6330091448374549,0.6113796436551363,0.5855507750018774,0.5595135676151324,0.5366501852337878,0.5194235373896114,0.5093865440254624
323;4d665c704629903799a3b0962beda96d;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.3534062011468627,0.366990855162545,0.3886203563448636,0.4144492249981227,0.44048643238486757,0.46334981476621206,0.48057646261038856,0.4906134559745375
324;bf0e3fde05095a938e55ebed8c0c6a26;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6378874270817769,0.5176378958394118,0.38546120773761955,0.281299011998644,0.2091852661641738,0.16229318326316675,0.13384842134837943,0.11936987472724819
325;b4fa7104107b29da9a05f6d319a51dd4;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.36211257291822296,0.48236210416058806,0.6145387922623804,0.718700988001356,0.790814733835826,0.8377068167368332,0.8661515786516204,0.8806301252727518
326;ff9fb343670574d566d6bdc12ff5226b;0.5122812463737839,0.4844788030802214,0.43429154527148317,0.3623836443077334,0.2721146254032672,0.17229449273791975,0.07948747910193643,0.016275180600117154;0.7554955234426837,0.7554955234426837,0.7554955234426837,0.7554955234426837,0.7554955234426837,0.7554955234426837,0.7554955234426837,0.7554955234426837
327;9a318d817890a47ab31d4090d19c665d;0.9234204417116324,0.9234204417116324,0.9234204417116324,0.9234204417116324,0.9234204417116324,0.9234204417116324,0.9234204417116324,0.9234204417116324;0.039597495540930824,0.18383732347161263,0.3715279681522082,0.5469836677299261,0.6863448148174263,0.7863418549235817,0.8510744477228994,0.8853011496029843
328;d054ec00d7c7777447dbbbb291718d02;0.9629838831149268,0.9629838831149268,0.9629838831149268,0.9629838831149268,0.9629838831149268,0.9629838831149268,0.9629838831149268,0.9629838831149268;0.7787057956763317,0.6548340354981069,0.489150603651804,0.3294697808627334,0.19919139992714002,0.10376319962255866,0.041097072679857904,0.007674987534472649
329;3266ea5a30ff17231ce6ec27a08c8e3f;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7195065732965126,0.6817984309660118,0.6181875212411152,0.535858047822097,0.4448935055992917,0.35746441873082213,0.2863076110975185,0.2425413082808927
330;40de882613d63f0c2e6f55ef0dde9fdd;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.28049342670348737,0.3182015690339882,0.38181247875888474,0.46414195217790283,0.5551064944007081,0.6425355812691779,0.7136923889024815,0.7574586917191071
331;783de14fe525b42a8559cadfd42ceed4;0.3434405308831035,0.3434405308831035,0.3434405308831035,0.3434405308831035,0.3434405308831035,0.3434405308831035,0.3434405308831035,0.3434405308831035;0.2997376022015631,0.2803138376434095,0.24632486650093152,0.19989610052595946,0.14510107665740793,0.08860870556650281,0.03957191430089795,0.007929672184266334
332;f12a4f8b596020145eef51c771cab1f4;0.26871842457985334,0.26871842457985334,0.26871842457985334,0.26871842457985334,0.26871842457985334,0.26871842457985334,0.26871842457985334,0.26871842457985334;0.006132993878599777,0.03063884907765023,0.0687207972294708,0.11275110160927003,0.15562135878524777,0.19207226729374172,0.2188305170872521,0.23415020797735145
333;64262e9eaca221ce5e8d15f0dd1c49ad;0.6603379072155323,0.6603379072155323,0.6603379072155323,0.6603379072155323,0.6603379072155323,0.6603379072155323,0.6603379072155323,0.6603379072155323;0.5775863563738719,0.5513501449427908,0.5027258824335669,0.43007239882776643,0.33350696313853967,0.2190919237388057,0.10473205478799483,0.02198549719876888
334;9480023596b4ac665364c13710f12ece;0.001283056058484025,0.00657518697229303,0.015363652774749362,0.02648640044415535,0.038457019536170686,0.049659174158483664,0.05856501336093123,0.06395126866918524;0.20863485065171458,0.20863485065171458,0.20863485065171458,0.20863485065171458,0.20863485065171458,0.20863485065171458,0.20863485065171458,0.20863485065171458
335;b40a55f89e29b11c87332474a251824f;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.9465273652032923,0.929062913949597,0.8962508760727174,0.8461177039992871,0.7773487479253983,0.6925398532688705,0.6039321360542207,0.5372750870099356
336;22c87d3919ff1b731b05910dc0902711;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.053472634796707635,0.07093708605040294,0.10374912392728255,0.1538822960007128,0.22265125207460168,0.3074601467311294,0.39606786394577925,0.4627249129900643
337;d8cdd37627fa012cc4e2051ec7d84eec;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7665474316238788,0.7475396879938025,0.7166690083580016,0.6787942425127658,0.6394526837802381,0.6039025578604821,0.576472059773472,0.5602265927042767
338;d2a385dcc1d8a27241a89da929a9d431;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.2334525683761212,0.2524603120061973,0.2833309916419981,0.32120575748723407,0.36054731621976194,0.396097442139518,0.4235279402265278,0.43977340729572323
339;0e2d78988c9c0f847b3bfaecec073482;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.8209910542202239,0.7954776553518804,0.7564682675331632,0.7123075927253592,0.6702504780145436,0.635198112338265,0.6098693246842325,0.5955185772662491
340;8ea3466e25b4ca6853bc634455a4c459;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.17900894577977597,0.20452234464811953,0.24353173246683682,0.28769240727464085,0.3297495219854563,0.364801887661735,0.3901306753157674,0.4044814227337509
341;e710b6c3a7766ab10473748fd94ab9c7;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.9623684658650284,0.9564467348214449,0.9462100177369603,0.9324790660172565,0.9166375015068438,0.9007031721843277,0.8871879558431344,0.8786182937179193
342;050cc7bb0d35d39bada49c06b560ce4b;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.03763153413497154,0.04355326517855495,0.05378998226303977,0.0675209339827434,0.08336249849315623,0.09929682781567221,0.1128120441568656,0.12138170628208073
343;c6ac46f352fa0b4c9dff148252a5f1c3;0.7139966865254533,0.6695977512060075,0.6002920052662267,0.5196868256440488,0.4407125256309485,0.3731778839698457,0.3233739088259202,0.2947728421159725;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
344;4f24a16cbe3c0bce6252c72c69e6f670;0.28600331347454655,0.3304022487939925,0.3997079947337733,0.48031317435595106,0.5592874743690514,0.6268221160301539,0.6766260911740798,0.7052271578840273;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
345;65544eeb8651c42d789053c9faac2b00;0.7295378561865461,0.6874857630956711,0.6134063415176182,0.5111855799938234,0.3889907047582159,0.2612132008357433,0.1487889975594099,0.07548618294764782;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
346;329d9f742e49563a9bdd41eec675e56e;0.2704621438134539,0.31251423690432895,0.3865936584823817,0.4888144200061766,0.6110092952417839,0.7387867991642566,0.85121100244059,0.924513817052352;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
347;9c5911df57801563a1d4643db0032a0f;0.5164911382280984,0.4949281797846623,0.4557791841781289,0.3991767819030598,0.3272574016770869,0.2465864152408604,0.17048406146987125,0.11803135629608777;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
348;ead416b143271b8e67ce4a975eeb7017;0.48350886177190133,0.5050718202153377,0.5442208158218711,0.6008232180969402,0.6727425983229129,0.7534135847591396,0.8295159385301287,0.8819686437039121;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
349;cd2840a6fc2daf99111de5890db26c8d;0.769109349811929,0.769109349811929,0.769109349811929,0.769109349811929,0.769109349811929,0.769109349811929,0.769109349811929,0.769109349811929;0.027636708891784302,0.13037895942611766,0.2691446745588325,0.40436052466829064,0.5157697211249733,0.5980066104470037,0.6523029888561827,0.6813567145747648
350;ae8929c4d2e0c50afc92cc7852142ecc;0.3075648304434554,0.3075648304434554,0.3075648304434554,0.3075648304434554,0.3075648304434554,0.3075648304434554,0.3075648304434554,0.3075648304434554;0.2837452734044525,0.2649131775012928,0.2321109566111353,0.18761201578732986,0.13554790608288772,0.08237801785542818,0.03663686742541788,0.007321947403196263
351;744096703c5f9ca5b3cec65c6ff9d355;0.2881631161514932,0.2677988238897463,0.2327721055255335,0.18613701129810137,0.132822522589166,0.0797169717750455,0.035077789643018706,0.0069630853718191535;0.34028837823342534,0.34028837823342534,0.34028837823342534,0.34028837823342534,0.34028837823342534,0.34028837823342534,0.34028837823342534,0.34028837823342534
352;5f6777159abe9446cbbaab1c61cb1cf5;0.5980858296971197,0.5696532401192552,0.5177646878216986,0.4421275802642461,0.3449575183721555,0.23451902981647704,0.1289072963155207,0.05529384638844396;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
353;4a576ce2a93ea3f0fd6c0e197eb284e5;0.40191417030288035,0.4303467598807446,0.48223531217830123,0.5578724197357537,0.6550424816278443,0.7654809701835228,0.8710927036844792,0.9447061536115559;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
354;b79ada9313a7c09b6cd12afaab8e30ba;0.5578190632207705,0.5107575394714585,0.43297637834912117,0.33519668202059383,0.2307792779828635,0.13382240192113545,0.057257479547391875,0.011171291786169973;0.7859145623424951,0.7859145623424951,0.7859145623424951,0.7859145623424951,0.7859145623424951,0.7859145623424951,0.7859145623424951,0.7859145623424951
355;e2ace679a0012c68b5dc632153f859c5;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.5949133802425851,0.5044135098138763,0.38866671976954537,0.28247272389040795,0.19947200251620245,0.14063531686940262,0.10286334454812829,0.08299106196391053
356;6b6007a4dfd9dc6b05eef576609f3d90;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.4050866197574149,0.4955864901861236,0.6113332802304545,0.7175272761095919,0.8005279974837973,0.8593646831305974,0.8971366554518716,0.9170089380360893
357;d5bbb016323154e84c3ad9dce5d98864;0.004677689710545181,0.023624009673627728,0.05390278387555081,0.09024228275230618,0.1270770882583617,0.15959061273989267,0.18419321762417226,0.19856957535085865;0.2522669383596534,0.2522669383596534,0.2522669383596534,0.2522669383596534,0.2522669383596534,0.2522669383596534,0.2522669383596534,0.2522669383596534
358;703d1d8feb6fa4d7598bf4fae0a6ebcc;0.5354959464847383,0.5354959464847383,0.5354959464847383,0.5354959464847383,0.5354959464847383,0.5354959464847383,0.5354959464847383,0.5354959464847383;0.4644613684289919,0.43756234640706515,0.38952688989280887,0.32184685334852126,0.23873956102414157,0.14915872119859702,0.06797612305977078,0.013803752964380444
359;9218467b3630c83cbd463ce1fb9d234e;0.1592743931815602,0.1438715221526311,0.1193046119506753,0.08989952672252471,0.060181506865141544,0.03402304323183154,0.014274674924624014,0.0027529231598741465;0.870121011321556,0.870121011321556,0.870121011321556,0.870121011321556,0.870121011321556,0.870121011321556,0.870121011321556,0.870121011321556
360;bd9275704360e05b53ce5ca3f9281aa3;0.9060134514679968,0.9060134514679968,0.9060134514679968,0.9060134514679968,0.9060134514679968,0.9060134514679968,0.9060134514679968,0.9060134514679968;0.014860419601082878,0.07199339212728313,0.15422718273168473,0.24055670056383233,0.3168012179328202,0.3763367420557624,0.4172742693548191,0.43973906371065413
361;ef87b9c96b9ad86aa759a9c23a28ea9b;0.16110265256307632,0.14928671432178922,0.12912154708146478,0.10257968603613622,0.07265694450145506,0.0432881687774163,0.018931704455506987,0.003743618967403782;0.41566592957986037,0.41566592957986037,0.41566592957986037,0.41566592957986037,0.41566592957986037,0.41566592957986037,0.41566592957986037,0.41566592957986037
362;2a00573044795871f53bc17d56442499;0.8201292705447829,0.8201292705447829,0.8201292705447829,0.8201292705447829,0.8201292705447829,0.8201292705447829,0.8201292705447829,0.8201292705447829;0.018968889869173354,0.09211345661623875,0.19799906311493723,0.30993464360781414,0.409461861487819,0.4876173088943411,0.5415835162211847,0.5712763353115132
363;ffbfcb3df1dec66cecaa7dfcbe8aeb14;0.1687213278365947,0.1687213278365947,0.1687213278365947,0.1687213278365947,0.1687213278365947,0.1687213278365947,0.1687213278365947,0.1687213278365947;0.0033419560802221133,0.0170792551819578,0.039726400794341934,0.06809567871218451,0.098267583211754,0.12617048274908302,0.14812821663272435,0.16131262099358973
364;9ad8f6b74147b4309e0f4345a1ce377c;0.0025960327488429597,0.0134052141192024,0.03172475154225403,0.055595358991476454,0.0821821686142593,0.1079485085683135,0.12907503222059685,0.1421393962813515;0.27330830956568014,0.27330830956568014,0.27330830956568014,0.27330830956568014,0.27330830956568014,0.27330830956568014,0.27330830956568014,0.27330830956568014
365;20483e88867ed8049e6b35aa6fc37f5c;0.4872759278126662,0.4596666324603893,0.4101795392811741,0.34005266452517546,0.2532918964156851,0.15896230266942782,0.07274034847393875,0.014811656784829886;0.7184365700429846,0.7184365700429846,0.7184365700429846,0.7184365700429846,0.7184365700429846,0.7184365700429846,0.7184365700429846,0.7184365700429846
366;d184ccc26f6768e3aa5a31cdf98fb23c;0.2092306792425762,0.1916528002249496,0.16257097259135062,0.1259588733064972,0.08679609993140461,0.05037094616857599,0.021565445363796232,0.004209157367070419;0.3119714857116861,0.3119714857116861,0.3119714857116861,0.3119714857116861,0.3119714857116861,0.3119714857116861,0.3119714857116861,0.3119714857116861
367;0e30de708644f814f6855bcd5382502a;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.9045952967103681,0.8593048495259908,0.7881310895966138,0.7046144121817376,0.6220062992596178,0.5507425028701088,0.49781688911331573,0.467279323898143
